modelType,modelName,fileName,children,references,neurolexTerm,neurolexURI,keywords,pubmedID,translators,authors
SY,Syn_AMPA_L6NT_SupFS,Syn_AMPA_L6NT_SupFS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_L6NT_SupLTS,Syn_AMPA_L6NT_SupLTS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_L6NT_SupPyr,Syn_AMPA_L6NT_SupPyr.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_L6NT_TCR,Syn_AMPA_L6NT_TCR.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_SupPyr_DeepFS,Syn_AMPA_SupPyr_DeepFS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_SupPyr_DeepLTS,Syn_AMPA_SupPyr_DeepLTS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_SupPyr_L4SS,Syn_AMPA_SupPyr_L4SS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_SupPyr_L5Pyr,Syn_AMPA_SupPyr_L5Pyr.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_SupPyr_L6NT,Syn_AMPA_SupPyr_L6NT.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_SupPyr_SupFS,Syn_AMPA_SupPyr_SupFS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_SupPyr_SupLTS,Syn_AMPA_SupPyr_SupLTS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_SupPyr_SupPyr,Syn_AMPA_SupPyr_SupPyr.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_TCR_DeepAxAx,Syn_AMPA_TCR_DeepAxAx.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_TCR_DeepBask,Syn_AMPA_TCR_DeepBask.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_TCR_L4SS,Syn_AMPA_TCR_L4SS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_TCR_L5Pyr,Syn_AMPA_TCR_L5Pyr.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_TCR_L6NT,Syn_AMPA_TCR_L6NT.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_TCR_nRT,Syn_AMPA_TCR_nRT.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_TCR_SupFS,Syn_AMPA_TCR_SupFS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_AMPA_TCR_SupPyr,Syn_AMPA_TCR_SupPyr.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,alpha,15525801,Padraig Gleeson,
SY,Syn_Elect_CortIN_CortIN,Syn_Elect_CortIN_CortIN.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,"gap junction, electrical, coupling",15525801,Padraig Gleeson,
SY,Syn_Elect_DeepPyr_DeepPyr,Syn_Elect_DeepPyr_DeepPyr.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,"gap junction, electrical",15525801,Padraig Gleeson,
SY,Syn_Elect_L4SS_L4SS,Syn_Elect_L4SS_L4SS.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,"gap junction, electrical",15525801,Padraig Gleeson,
SY,Syn_Elect_nRT_nRT,Syn_Elect_nRT_nRT.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,"gap junction, electrical",15525801,Padraig Gleeson,
SY,Syn_Elect_SupPyr_SupPyr,Syn_Elect_SupPyr_SupPyr.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,"gap junction, electrical",15525801,Padraig Gleeson,
SY,Syn_GABAA_DeepAxAx_Pyr,Syn_GABAA_DeepAxAx_Pyr.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,"gap junction, electrical",15525801,Padraig Gleeson,
SY,Syn_GABAA_DeepBask_DeepFS,Syn_GABAA_DeepBask_DeepFS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_DeepBask_DeepLTS,Syn_GABAA_DeepBask_DeepLTS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_DeepBask_L5Pyr,Syn_GABAA_DeepBask_L5Pyr.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_DeepBask_L6NT,Syn_GABAA_DeepBask_L6NT.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_DeepFS_L4SS,Syn_GABAA_DeepFS_L4SS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_DeepLTS_DeepFS,Syn_GABAA_DeepLTS_DeepFS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_DeepLTS_DeepLTS,Syn_GABAA_DeepLTS_DeepLTS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_DeepLTS_L4SS,Syn_GABAA_DeepLTS_L4SS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_DeepLTS_L5IB,Syn_GABAA_DeepLTS_L5IB.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_DeepLTS_L5RS,Syn_GABAA_DeepLTS_L5RS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_DeepLTS_L6NT,Syn_GABAA_DeepLTS_L6NT.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_DeepLTS_SupFS,Syn_GABAA_DeepLTS_SupFS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_DeepLTS_SupLTS,Syn_GABAA_DeepLTS_SupLTS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_DeepLTS_SupPyr,Syn_GABAA_DeepLTS_SupPyr.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_nRT_nRT_s,Syn_GABAA_nRT_nRT_s.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_nRT_TCR_s,Syn_GABAA_nRT_TCR_s.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_SupAxAx_DeepPyr,Syn_GABAA_SupAxAx_DeepPyr.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_SupAxAx_L4SS,Syn_GABAA_SupAxAx_L4SS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_SupAxAx_SupPyr,Syn_GABAA_SupAxAx_SupPyr.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_SupBask_L4SS,Syn_GABAA_SupBask_L4SS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_SupBask_SupAxAx,Syn_GABAA_SupBask_SupAxAx.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_SupBask_SupBask,Syn_GABAA_SupBask_SupBask.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_SupBask_SupLTS,Syn_GABAA_SupBask_SupLTS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_SupBask_SupPyr,Syn_GABAA_SupBask_SupPyr.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_SupLTS_FS,Syn_GABAA_SupLTS_FS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_SupLTS_L4SS,Syn_GABAA_SupLTS_L4SS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_SupLTS_L5Pyr,Syn_GABAA_SupLTS_L5Pyr.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_SupLTS_L6NT,Syn_GABAA_SupLTS_L6NT.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_SupLTS_LTS,Syn_GABAA_SupLTS_LTS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_GABAA_SupLTS_SupPyr,Syn_GABAA_SupLTS_SupPyr.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,expOne,15525801,Padraig Gleeson,
SY,Syn_NMDA_FRBPyr_DeepLTS,Syn_NMDA_FRBPyr_DeepLTS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,blocking plastic,15525801,Padraig Gleeson,
SY,Syn_NMDA_FRBPyr_SupFS,Syn_NMDA_FRBPyr_SupFS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,blocking plastic,15525801,Padraig Gleeson,
SY,Syn_NMDA_FRBPyr_SupLTS,Syn_NMDA_FRBPyr_SupLTS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,blocking plastic,15525801,Padraig Gleeson,
SY,Syn_NMDA_L4SS_IN,Syn_NMDA_L4SS_IN.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,blocking plastic,15525801,Padraig Gleeson,
SY,Syn_NMDA_L4SS_L4SS,Syn_NMDA_L4SS_L4SS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,blocking plastic,15525801,Padraig Gleeson,
SY,Syn_NMDA_L4SS_Pyr,Syn_NMDA_L4SS_Pyr.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,blocking plastic,15525801,Padraig Gleeson,
SY,Syn_NMDA_L5IB_DeepPyr,Syn_NMDA_L5IB_DeepPyr.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,blocking plastic,15525801,Padraig Gleeson,
SY,Syn_NMDA_L5IB_IN,Syn_NMDA_L5IB_IN.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,blocking plastic,15525801,Padraig Gleeson,
SY,Syn_NMDA_L5IB_L4SS,Syn_NMDA_L5IB_L4SS.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,blocking plastic,15525801,Padraig Gleeson,
SY,Syn_NMDA_L5IB_SupPyr,Syn_NMDA_L5IB_SupPyr.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,blocking plastic,15525801,Padraig Gleeson,
SY,Syn_NMDA_L5RS_DeepIN,Syn_NMDA_L5RS_DeepIN.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,blocking plastic,15525801,Padraig Gleeson,
